Trial 2| ARP = 1.0 ,1    ,2    ,3    ,4    ,5    ,6    ,7    ,8    ,9    ,10   ,11   ,12   ,13   ,14   ,15   ,16   ,17   ,18   ,19   ,20   ,21   ,22   ,23   ,24   ,25   ,26   ,27   ,28   ,29   ,30   ,31   ,32   ,33   ,34   ,35   ,36   ,37   ,38   ,39   ,40   ,41   ,42   ,43   ,Alts,Egos,Alt_Freq       ,Ego_freq
29                 ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,5   ,24  ,0.172413793103 ,0.827586206897
33                 ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,5   ,28  ,0.151515151515 ,0.848484848485
40                 ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,3   ,37  ,0.075          ,0.925
39                 ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,2   ,37  ,0.0512820512821,0.948717948718
38                 ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,3   ,35  ,0.0789473684211,0.921052631579
33                 ,True ,True ,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,4   ,29  ,0.121212121212 ,0.878787878788
34                 ,True ,True ,False,False,False,False,False,False,False,True ,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,5   ,29  ,0.147058823529 ,0.852941176471
34                 ,True ,True ,False,False,False,False,True ,False,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,6   ,28  ,0.176470588235 ,0.823529411765
36                 ,True ,True ,True ,False,True ,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,True ,False,False,False,True ,True ,False,False,False,False,False,False,False,False,True ,False,False,     ,     ,     ,     ,     ,     ,     ,9   ,27  ,0.25           ,0.75
31                 ,True ,True ,True ,True ,False,False,False,False,True ,False,False,False,False,False,True ,False,False,True ,True ,False,False,True ,False,False,False,False,False,False,False,False,True ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10  ,21  ,0.322580645161 ,0.677419354839
35                 ,True ,True ,True ,True ,False,False,False,False,True ,False,False,True ,False,True ,True ,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,9   ,26  ,0.257142857143 ,0.742857142857
34                 ,True ,True ,True ,True ,False,False,False,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,11  ,23  ,0.323529411765 ,0.676470588235
36                 ,True ,True ,True ,True ,False,False,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,11  ,25  ,0.305555555556 ,0.694444444444
33                 ,True ,True ,True ,True ,False,False,True ,True ,True ,True ,True ,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,12  ,21  ,0.363636363636 ,0.636363636364
33                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,True ,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,True ,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,13  ,20  ,0.393939393939 ,0.606060606061
30                 ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,True ,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10  ,20  ,0.333333333333 ,0.666666666667
Trial 4| ARP = 1.0 ,1    ,2    ,3    ,4    ,5    ,6    ,7    ,8    ,9    ,10   ,11   ,12   ,13   ,14   ,15   ,16   ,17   ,18   ,19   ,20   ,21   ,22   ,23   ,24   ,25   ,26   ,27   ,28   ,29   ,30   ,31   ,32   ,33   ,34   ,35   ,36   ,37   ,38   ,39   ,40   ,41   ,42   ,43   ,Alts,Egos,Alt_Freq       ,Ego_freq
36                 ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,     ,     ,     ,     ,     ,     ,     ,18  ,18  ,0.5            ,0.5
31                 ,False,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,17  ,14  ,0.548387096774 ,0.451612903226
37                 ,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,True ,True ,True ,True ,True ,False,False,     ,     ,     ,     ,     ,     ,22  ,15  ,0.594594594595 ,0.405405405405
38                 ,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,True ,True ,True ,True ,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,22  ,16  ,0.578947368421 ,0.421052631579
34                 ,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,True ,True ,True ,True ,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,22  ,12  ,0.647058823529 ,0.352941176471
36                 ,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,21  ,15  ,0.583333333333 ,0.416666666667
36                 ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,19  ,17  ,0.527777777778 ,0.472222222222
39                 ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,18  ,21  ,0.461538461538 ,0.538461538462
39                 ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,     ,     ,     ,     ,20  ,19  ,0.512820512821 ,0.487179487179
38                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,17  ,21  ,0.447368421053 ,0.552631578947
38                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,True ,True ,True ,False,False,False,     ,     ,     ,     ,     ,20  ,18  ,0.526315789474 ,0.473684210526
39                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,17  ,22  ,0.435897435897 ,0.564102564103
36                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,13  ,23  ,0.361111111111 ,0.638888888889
39                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,14  ,25  ,0.358974358974 ,0.641025641026
39                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,True ,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,     ,     ,     ,     ,15  ,24  ,0.384615384615 ,0.615384615385
32                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,True ,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,15  ,17  ,0.46875        ,0.53125
33                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,True ,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,15  ,18  ,0.454545454545 ,0.545454545455
32                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,13  ,19  ,0.40625        ,0.59375
35                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,13  ,22  ,0.371428571429 ,0.628571428571
31                 ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,9   ,22  ,0.290322580645 ,0.709677419355
33                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,7   ,26  ,0.212121212121 ,0.787878787879
35                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,9   ,26  ,0.257142857143 ,0.742857142857
34                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,7   ,27  ,0.205882352941 ,0.794117647059
36                 ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,3   ,33  ,0.0833333333333,0.916666666667
35                 ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,1   ,34  ,0.0285714285714,0.971428571429
37                 ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,2   ,35  ,0.0540540540541,0.945945945946
39                 ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,     ,     ,     ,     ,3   ,36  ,0.0769230769231,0.923076923077
40                 ,True ,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,3   ,37  ,0.075          ,0.925
34                 ,True ,False,False,False,False,False,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,5   ,29  ,0.147058823529 ,0.852941176471
33                 ,True ,False,False,False,False,True ,False,False,True ,False,False,False,False,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,5   ,28  ,0.151515151515 ,0.848484848485
35                 ,True ,False,False,False,False,True ,False,True ,False,False,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,6   ,29  ,0.171428571429 ,0.828571428571
36                 ,True ,False,False,False,False,True ,False,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,7   ,29  ,0.194444444444 ,0.805555555556
30                 ,True ,False,False,False,True ,True ,True ,True ,False,False,False,False,False,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,True ,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,8   ,22  ,0.266666666667 ,0.733333333333
36                 ,True ,False,True ,True ,True ,True ,False,False,False,False,False,True ,False,False,True ,False,False,False,False,False,False,False,True ,False,False,True ,False,False,False,False,False,True ,True ,False,True ,False,     ,     ,     ,     ,     ,     ,     ,12  ,24  ,0.333333333333 ,0.666666666667
33                 ,True ,False,True ,True ,True ,True ,False,False,True ,False,True ,False,False,False,False,True ,False,False,True ,False,False,False,True ,False,True ,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,11  ,22  ,0.333333333333 ,0.666666666667
33                 ,True ,False,True ,True ,True ,True ,False,True ,True ,False,True ,False,False,True ,False,False,True ,False,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,12  ,21  ,0.363636363636 ,0.636363636364
35                 ,True ,True ,True ,True ,True ,False,True ,False,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,9   ,26  ,0.257142857143 ,0.742857142857
35                 ,True ,True ,True ,True ,True ,False,True ,False,True ,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,8   ,27  ,0.228571428571 ,0.771428571429
35                 ,True ,True ,True ,True ,True ,True ,False,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,False,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,12  ,23  ,0.342857142857 ,0.657142857143
39                 ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,True ,True ,True ,False,True ,False,False,False,False,False,True ,False,False,False,False,False,False,True ,False,False,False,False,     ,     ,     ,     ,14  ,25  ,0.358974358974 ,0.641025641026
32                 ,True ,True ,True ,True ,True ,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,8   ,24  ,0.25           ,0.75
33                 ,True ,True ,True ,True ,False,False,True ,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,6   ,27  ,0.181818181818 ,0.818181818182
34                 ,True ,True ,True ,True ,False,False,True ,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,6   ,28  ,0.176470588235 ,0.823529411765
35                 ,True ,True ,True ,True ,False,True ,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,7   ,28  ,0.2            ,0.8
39                 ,True ,True ,True ,True ,False,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,True ,True ,True ,True ,False,True ,False,False,False,False,False,False,False,     ,     ,     ,     ,12  ,27  ,0.307692307692 ,0.692307692308
36                 ,True ,True ,True ,True ,False,True ,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,9   ,27  ,0.25           ,0.75
37                 ,True ,True ,True ,True ,False,True ,True ,False,False,False,False,False,True ,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,False,False,False,False,     ,     ,     ,     ,     ,     ,11  ,26  ,0.297297297297 ,0.702702702703
36                 ,True ,True ,True ,True ,False,True ,True ,False,False,True ,False,True ,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,9   ,27  ,0.25           ,0.75
34                 ,True ,True ,True ,True ,True ,True ,False,False,True ,True ,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,True ,False,False,True ,True ,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,12  ,22  ,0.352941176471 ,0.647058823529
32                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,True ,False,False,False,False,True ,False,True ,True ,False,False,False,True ,True ,False,False,True ,True ,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,16  ,16  ,0.5            ,0.5
36                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,True ,False,False,False,False,True ,False,True ,True ,False,False,True ,True ,True ,True ,False,False,False,False,False,False,True ,True ,True ,False,     ,     ,     ,     ,     ,     ,     ,19  ,17  ,0.527777777778 ,0.472222222222
Trial 5| ARP = 1.0 ,1    ,2    ,3    ,4    ,5    ,6    ,7    ,8    ,9    ,10   ,11   ,12   ,13   ,14   ,15   ,16   ,17   ,18   ,19   ,20   ,21   ,22   ,23   ,24   ,25   ,26   ,27   ,28   ,29   ,30   ,31   ,32   ,33   ,34   ,35   ,36   ,37   ,38   ,39   ,40   ,41   ,42   ,43   ,Alts,Egos,Alt_Freq       ,Ego_freq
36                 ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,     ,     ,     ,     ,     ,     ,     ,18  ,18  ,0.5            ,0.5
39                 ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,True ,True ,     ,     ,     ,     ,20  ,19  ,0.512820512821 ,0.487179487179
32                 ,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,True ,True ,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,15  ,17  ,0.46875        ,0.53125
35                 ,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,False,     ,     ,     ,     ,     ,     ,     ,     ,21  ,14  ,0.6            ,0.4
39                 ,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,False,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,True ,True ,False,     ,     ,     ,     ,23  ,16  ,0.589743589744 ,0.410256410256
32                 ,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,17  ,15  ,0.53125        ,0.46875
36                 ,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,False,True ,True ,True ,True ,False,False,False,False,False,False,True ,True ,False,True ,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,20  ,16  ,0.555555555556 ,0.444444444444
36                 ,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,True ,True ,False,False,False,False,False,False,True ,False,True ,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,16  ,20  ,0.444444444444 ,0.555555555556
36                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,True ,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,11  ,25  ,0.305555555556 ,0.694444444444
35                 ,True ,True ,True ,True ,True ,True ,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,8   ,27  ,0.228571428571 ,0.771428571429
35                 ,True ,True ,True ,True ,True ,True ,True ,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,9   ,26  ,0.257142857143 ,0.742857142857
33                 ,True ,True ,True ,True ,True ,True ,True ,False,False,True ,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,9   ,24  ,0.272727272727 ,0.727272727273
32                 ,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,7   ,25  ,0.21875        ,0.78125
33                 ,True ,True ,True ,True ,True ,True ,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,False,True ,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,12  ,21  ,0.363636363636 ,0.636363636364
35                 ,True ,True ,True ,True ,True ,True ,False,False,True ,False,False,False,False,False,False,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,True ,True ,True ,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,15  ,20  ,0.428571428571 ,0.571428571429
33                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,False,False,True ,True ,True ,True ,False,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,13  ,20  ,0.393939393939 ,0.606060606061
38                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,True ,True ,True ,True ,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,True ,False,True ,False,False,False,False,False,     ,     ,     ,     ,     ,15  ,23  ,0.394736842105 ,0.605263157895
37                 ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,True ,True ,False,False,False,False,False,False,True ,True ,False,False,False,False,False,True ,False,True ,False,False,False,False,False,     ,     ,     ,     ,     ,     ,17  ,20  ,0.459459459459 ,0.540540540541
34                 ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,True ,True ,False,False,False,True ,True ,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,15  ,19  ,0.441176470588 ,0.558823529412
34                 ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,True ,True ,False,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,15  ,19  ,0.441176470588 ,0.558823529412
34                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,False,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,10  ,24  ,0.294117647059 ,0.705882352941
37                 ,True ,True ,True ,True ,True ,True ,False,True ,False,False,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,11  ,26  ,0.297297297297 ,0.702702702703
39                 ,True ,True ,True ,True ,True ,True ,False,True ,False,True ,True ,True ,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,11  ,28  ,0.282051282051 ,0.717948717949
39                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,     ,     ,     ,     ,12  ,27  ,0.307692307692 ,0.692307692308
37                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,11  ,26  ,0.297297297297 ,0.702702702703
35                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,10  ,25  ,0.285714285714 ,0.714285714286
37                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,16  ,21  ,0.432432432432 ,0.567567567568
38                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,16  ,22  ,0.421052631579 ,0.578947368421
40                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,False,False,False,False,False,False,False,False,False,True ,True ,True ,True ,True ,True ,False,False,False,False,False,False,True ,False,False,False,False,False,False,     ,     ,     ,17  ,23  ,0.425          ,0.575
30                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10  ,20  ,0.333333333333 ,0.666666666667
36                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,False,False,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,11  ,25  ,0.305555555556 ,0.694444444444
38                 ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,True ,True ,False,False,False,False,False,False,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,11  ,27  ,0.289473684211 ,0.710526315789
32                 ,True ,True ,True ,True ,True ,True ,False,False,False,True ,False,False,False,False,False,False,True ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,8   ,24  ,0.25           ,0.75
